ἆ I
Συμαερ Np
Συμαερι Np
Συμαριμ Np
συμβαίνω V
συμβάλλω V
συμβαστάζω V
συμβιβάζω V
συμβιόω V
συμβίωσις N
συμβιωτής N
σύμβλημα N
σύμβλησις N
συμβοηθός N
συμβολή N
συμβολοκοπέω V
σύμβολον N
συμβόσκομαι V
συμβουλευτής N
συμβουλεύω V
συμβουλία N
συμβούλιον N
σύμβουλος N
συμβραβεύω V
Συμεών Np
συμμαχέω V
συμμαχία N
συμμάχομαι V
σύμμαχος N A
συμμετέχω V
συμμετρία N
σύμμετρος A
συμμιαίνω V
συμμιγής A
συμμίγνυμι V
σύμμικτος A N
σύμμιξις N
συμμίσγω V
συμμισοπονηρέω V
συμμολύνω V
Συμοβορ Np
Συμοων Np
συμπάθεια N
συμπαθέω V
συμπαθής A
συμπαίζω V
συμπαραγίνομαι V
συμπαραλαμβάνω V
συμπαραμένω V
συμπάρειμι V
συμπαρίστημι V
σύμπας A
συμπάσχω V
συμπατέω V
συμπείθω V
συμπεραίνω V
συμπεριλαμβάνω V
συμπεριφέρω V
συμπίνω V
συμπίπτω V
συμπλεκτός A
συμπλέκω V
συμπληρόω V
συμπλήρωσις N
συμπλοκῶν A
συμποδίζω V
συμποιέω V
συμπολεμέω V
συμπονέω V
συμπορεύομαι V
συμπορπάομαι V
συμποσία N
συμπόσιον N A
συμπότης N
συμπραγματεύομαι V
συμπροπέμπω V
συμπρόσειμι V
συμπροσπλέκομαι V
σύμπτωμα N
συμφερόντως D
συμφέρω V A
συμφεύγω V
συμφλέγω V
συμφλογίζω V
συμφορά N
συμφοράζω V
σύμφορον A
σύμφορος N
συμφράσσω V
συμφρονέω V
συμφρύγω V
συμφύρω V
σύμφυτος A
συμφύω V
συμφωνέω V
συμφωνία N
σύμφωνον A
σύμφωνος A
συμφώνως D
συμψάω V
σύν P
συναγελάζομαι V
σύναγμα N
συνάγω V
συναγωγή N
συνᾴδω V
συναθροίζω V
συναινέω V
συνακολουθέω V
συναλγέω V
συνάλλαγμα N
συναλλάσσω V
συναλοάω V
συναναβαίνω V
συνανάκειμαι V
συναναμίγνυμι V
συνανάμιξις N
συναναμίσγω V
συναναπαύομαι V
συναναστρέφω V
συναναστροφή N
συναναφέρω V
συναναφύρω V
συναντάω V
συναντή N
συνάντημα N
συνάντησις N
συναντιλαμβάνομαι V
συναπάγω V
συναποθνήσκω V
συναποκρύπτω V
συναπόλλυμι V
συναποστέλλω V
συνάπτω V
συναριθμέω V
συναρπάζω V
συναρχία N
συνασπίζω V
συναυλίζομαι V
συναφίστημι V
σύναψις N
συνδάκνω V
συνδειπνέω V
σύνδειπνος N
σύνδεσμος N
συνδέω V
συνδιώκω V
σύνδουλος N
συνδράω V
συνδρομή N
συνδυάζω V
συνεγγίζω V
σύνεγγυς D
συνεγείρω V
συνεδρεύω V
συνεδρία N
συνεδριάζω V
συνέδριον N
σύνεδρος N
συνεθίζω V
συνείδησις N
συνείδω V
συνείκω V
σύνειμι V
συνεῖπον V
συνεισέρχομαι V
συνεκκεντέω V
συνεκπολεμέω V
συνεκπορεύομαι V
συνεκτρέφω V
συνεκτρίβω V
συνεκτρόφος A
συνελαύνω V
συνέλευσις N
συνέλκω V
συνεξέρχομαι V
συνεξορμάω V
συνεπακολουθέω V
συνεπισκέπτομαι V
συνεπίσταμαι V
συνεπισχύω V
συνεπιτίθεμαι V
συνεπιτίθημι V
συνέπομαι V
συνεργέω V
συνεργός A
συνερίζω V
συνέρχομαι V
συνεσθίω V
σύνεσις N
συνεταιρίς N
συνέταιρος N
συνετίζω V
συνετός A
συνετῶς D
συνευδοκέω V
συνευφραίνομαι V
συνεχής A
συνέχω V
συνήθεια N
συνήθης A
συνήλικος A
συνηχέω V
συνθέλω V
σύνθεσις N
σύνθετος A
συνθήκη N
σύνθημα N
συνθλάσσω V
συνθλάω V
συνθλίβω V
συνίημι V
συνιστάνω V
συνίστημι V
συνίστωρ N
συννεφέω V
συννεφής A
συννοέω V
σύννους N
συννυμφός N
συνοδεύω V
συνοδία N
σύνοδος N
συνοδυνάομαι V
σύνοιδα V
συνοικέω V
συνοίκησις N
συνοικίζω V
συνοικοδομέω V
συνολκή N
σύνολον A
σύνολος A
συνομολογέω V
συνοράω V
συνούλωσις N
συνουσιασμός N
συνοχή N
συνταγή N
σύνταγμα N
σύνταξις N
συνταράσσω V
συντάσσω V
συντέλεια N
συντελέω V
συντέμνω V
συντηρέω V
συντίθημι V
συντίμησις N
σύντομος A
συντόμως D
συντρέφω V
συντρέχω V
συντριβή N
συντρίβω V
σύντριμμα N
συντριμμός N
σύντριψις N
συντροφία N
σύντροφος N A
συντροχάζω V
συντυγχάνω V
Συντύχη Np
συνυφαίνω V
συνυφή N
συνωμότης N
συνωρίς N
Σύρα Np
Συράκουσαι Np
Συρία Np
Συριακή Np
σύριγμα N
συριγμός N
σύριγξ N
συρίζω V
συρισμός N
Συριστί N D
Σύρος Np
Συροφοινίκισσα Np
Συροφοινίσσα Np
συρράπτω V
σύρω V
Σύρων Np
σῦς N
συσκήνια N
σύσκηνος N
συσκιάζον N
συσκιάζω V
σύσκιος A
συσκοτάζω V
συσπάω V
συσσεισμός N
συσσείω V
σύσσημον N
συσσύρω V
σύστασις N
συστέλλω V
σύστεμα N
σύστημα N
σύστρεμμα N
συστρέφω V
συστροφή N
συσφίγγω V
Συχάρ Np
Συχέμ Np
Συχεμι Np
συχνός A
σφαγή N
σφαγιάζω V
σφάγιον N
σφάζω V
σφαιρωτήρ N
σφακελίζω V
σφαλερός A
σφάλλω V
σφάλμα N
σφενδονάω V
σφενδόνη N
σφενδονήτης N
σφηκία N
σφήν N
σφηνόω V
σφήξ N
σφιγγία N
σφίγγω V
σφόδρα D
σφοδρός A
σφοδρῶς D
σφόνδυλος N
σφραγίζω V
σφραγίς N
σφῦρα N
σφυροκοπέω V
σφυροκόπος A
σχάζω V
Σχεδία Np
σχεδία N
σχεδόν D
σχετλιάζω V
σχέτλιος A
σχῆμα N
σχίδαξ N
σχίζα N
σχίζω V
σχῖνος N
σχισμάς N
σχισμή N
σχίσμν N
σχιστός A
σχοινίον N
σχοίνισμα N
σχοινισμός N
σχοῖνος N
σχολάζω V
σχολαστής N
σχολή N
Σωβ Np
Σωβα Np
Σωβαβ Np
Σωβαι Np
Σωβακ Np
Σωβαλ Np
Σωβηκ Np
Σωγαλ Np
Σωγαρ Np
Σωε Np
σώζω V
Σωηα Np
Σωθαλα Np
Σωθελε Np
Σωθηβα Np
Σωκαθιιμ Np
Σωκλαγ Np
Σωλα Np
σῶμα N
Σωμαν Np
Σωμανῖτις Np
σωματικός A
σωματοποιέω V
σωματοφύλαξ N
Σωμηρ Np
σῶος A
Σώπατρος Np
σωρεύω V
σωρηδόν D
σωρήκ N A
Σωρης Np
Σωρηχ Np
Σωρθ Np
Σωριν Np
σωρός N
Σωσαν Np
Σωσηκ Np
Σωσθένης Np
Σωσιμ Np
Σωσίπατρος Np
Σῶσον Np
Σώστρατος Np
σωτήρ N
σωτηρία N
σωτήριος N A
Σωυε Np
Σωφ Np
Σωφα Np
Σωφαν Np
Σωφανι Np
Σωφαρ Np
Σωφαρφακ Np
Σωφατ Np
Σωφαχ Np
σωφερ N
Σωφηρα Np
Σωφιρ Np
Σωφιρα Np
σωφρόνως D
σωφροσύνη N
σώφρων A
Σωχα Np
Σωχαρ Np
Σωχω Np
Σωχων Np
Τααμ Np
Ταβαθ Np
Ταβαωθ Np
Ταβεηλ Np
Ταβεκ Np
Ταβελλιος Np
Ταβερεμμαν Np
Ταβέρναι Np
Ταβέρνη Np
Ταβιθά Np
Ταβλαι Np
Ταβληθ Np
τάγμα N
ταινία N
τακτικός N
τακτός A
ταλαίπορος A
ταλαιπωρέω V
ταλαιπωρία N
ταλαίπωρος A
τάλαντον N
τάλας A
Ταλμαν Np
ταμίας N
ταμιεύομαι V
ταμιεύω V
Ταναθαν Np
Ταναχ Np
Ταναχι Np
Τάνιν Np
Τάνις Np
Τανυ Np
τανύω V
Τανω Np
τάξις N
ταπεινάω V
ταπεινός A
ταπεινότης N
ταπεινόφρων V
ταπεινόω V
ταπεινφρονέω V
ταπείνωσις N
Ταραθ Np
ταράσσω V
ταραχή N
τάραχος N
ταραχώδης A
ταριχεύω V
Ταρσεῖς Np
Ταρσεύς Np
Ταρσός Np
ταρσός N
τάρταρος N
Ταρφαλλαῖοι Np
τάσσω V
Ταταμ Np
Ταταμι Np
ταυρηδόν D
ταῦρος N
Ταφεθ Np
ταφή N
Ταφνάς Np
τάφος N
Ταφου Np
Ταφουγ Np
τάφρος N
τάχα D
ταχέως D
ταχινός A
τάχιον D
τάχος N D
ταχύ D
ταχύνω V
ταχύς A D
τε C X
τέγος N
τεθνήκω V
τείνω V
τειχήρεσις A
τειχήρης A
τειχίζω V
τειχιστής N
τεῖχος N
τεκμήριον N
τέκνον N
τεκνοποιέω V
τεκνοφόνος A
τεκταίνω V
τεκτονικός A
τέκτων N
Τελαμιν Np
τελαμών N
τέλειος A
τελειότης N
τελειόω V
τελείως D
τελείωσις N
Τελεμ Np
τέλεος A
τελεσιουργέω V
τελεσφορέω V
τελεσφόρος A
τελετή N
τελευταῖος A
τελευτάω V
τελευτή N
τελέω V
Τελημ Np
τελίσκομαι V
Τελμων Np
τέλος N
τελωνέομαι V
Τεμα Np
τέμενος N
τέμνω V
τένων N
τέρας N
τεράσσω V
τερατεύομαι V
τερατοποιός A N
τερατοσκόπος A N
τερέβινθος N
τερέμινθος N
τέρετον N
τέρμα N
τερπνός A
τερπνότης N
τέρπω V
Τέρτιος Np
Τέρτυλλος Np
τέρψις N
τεσσαράκοντα A M
τεσσαρακοστός A
τέσσαρες A M N
τεσσαρεσκαιδέκατος A
τεσσεράκοντα A M
τεταγμένως D
τέταρτος A
τετράγωνος A
τετράδραχμον N
τετραίνω V
τετρακισμύριοι A
τετρακισχίλιοι A M N
τετρακόσιοι A
τετρακοσιοστός A
τετραμερής A
τετράμηνος A
τετράπεδος A
τετραπλῶς D
τετράπους A N
τετράς M N
τετράστιχος A
τεύχω V
τέφρα N
Τεφων Np
τεχνάζω V
τεχνάομαι V
τέχνη N
τεχνίτης N
τεχνῖτις N
τηγανίζω V
τήγανον N
τηγάνος N
τηθ N
τηκτός A
τήκω V
τηλαύγημα N
τηλαυγής A
τηλαύγησις N
τηλικοῦτος R A
τηρέω V
τήρησις N
τιάρα N
Τιβεριάς Np
Τιβέριος Np
Τίγρης Np
Τίγρις Np
τίθημι V
τιθηνέω V
τιθηνία N
τιθηνός A N
τίκτω V
τίλλω V
Τιμαῖος Np
τιμάω V
τιμή N
τίμημα N
τίμιος A
τιμογραφέω V
Τιμόθεος Np
Τίμων Np
τιμωρέω V
τιμωρητής N
τιμωρία N
τινάγμα N
τίνω V
τις R
τίς R
τιτάν N
Τίτιος Np
Τίτος Np
τιτράω V
τιτρώσκω V
τμητός A
τοι X
τοιγαροῦν C X
τοίνυν X
τοῖος A
τοιόσδε R
τοιοῦτος A R
τοῖχος N
τοκάς N
τοκετός N
τόκος N
Τολβανης Np
τόλμα N
Τολμαν Np
τολμάω V
τολμηρός N
τολμηρότερον A
τολύπη N
τομή N
τομίς N
Τομμαν Np
τομός A
τόμος N
τομώτερος A
τόνος N
τόξευμα N
τοξεύω V
τοξικός A
τόξον N
τοξότης N
τοπάζιον N
τοπαρχής N
τοπαρχία N
τόπος N
τορευτός A
τορευτῶν A
τόσος A
τοσοῦτος A R
τότε D
τοῦ R
Τουβαν Np
Τουβίας Np
Τουβινοί Np
τοὐναντίον A
τοῦτο R
Τοφολ Np
Τοχος Np
τραγέλαφος N
τράγος N
τρανός N D A
τράπεζα N
τραῦμα N
τραυματίας N
τραυματίζω V
τραχηλάω V
τράχηλος N
τραχύς A
τραχύτης N
Τραχωνῖτις Np
τρεῖς A M N D
τρέμω V
τρέπω V
τρέφω V
τρέχω V
τρέω V
τριακάς N
τριάκοντα M
τριακονταετός N
τριακόσιοι A
τριακοστός A
τρίβολος N
τρίβος N A
τρίβω V
τρίβων A
τριετής N A
τριετίζω V
τριημερία N
τριήρης N
τρικυμία N
τριμερίζω V
τρίμηνος A N
τριόδους A
τριπλασίως D
τριπλόος A
Τρίπολις Np
τρίς D
τρισάθλιος A
τρισαλιτήριος A N
τρισκαίδεκα M
τρισκαιδέκατος A
τρισμύριοι A
τρισσεύω V
τρισσός A
τρισσόω V
τρισσῶς D
τριστάτης N
τρισχίλιοι A
τρισχίλιος A
τριταῖος A
τριταίων A
τρίτον A
τρίτος A
τρίχαπτος A
τριχίνας A
τρίχινος A
τρίχωμα N
τριώροφος A
τρομέω V
τρόμος N
τρόπαιον N
τροπέω V
τροπή N
τροπιά N
τρόπος N
τροπόω V
τροφεία N
τροφεύω V
τροφή N
Τρόφιμος Np
τροφός N
τροφοφορέω V
τροχαντήρ N
τροχιά N
τροχιαῖος A
τροχιάς A
τροχίζω V
τροχιός A
τροχίσκος N
τροχός N
τρύβλιον N
τρυγάω V
τρυγητής N
τρύγητος N
τρυγίας N
τρυγών N
τρυμαλιά N
τρυπάω V
Τρύφαινα Np
τρυφάνω V
τρυφάω V
τρυφερεύομαι V
τρυφερός A
τρυφερότης N
τρυφή N
τρύφημα N
Τρύφων Np
Τρυφῶσα Np
τρύχω V
Τρῳάς Np
τρώγλη N A
τρώγλν N
Τρωγλοδύται Np
Τρωγύλλιον Np
τυγχάνω V
τυλόω V
τυμπανίζω V
τυμπανίστρια N
τύμπανον N
τύπος N
τυπόω V
τύπτω V
τυραννέω V
τυραννικός A
τυραννίς N
Τύραννος Np
τύραννος N
Τύριος Np
Τύρος Np
τυρός N
τυρόω V
τυφλός A
τυφλόω V
τῦφος N
τύχη N
Τυχικός Np
Τωβ Np
Τωβεία Np
Τωβείας Np
Τωβια Np
Τωβιαν Np
Τωβιας Np
Τωβιηλ Np
Τωβιθ Np
Τωβιν Np
Τωβιτ Np
ὕαινα N
ὑαίνης N
ὑακίνθινος A
ὑάκινθος N
ὕαλος N
ὑβρίζω V
ὕβρις N
ὑβριστής N
ὑβριστικός A
ὕβριστος A
ὑβρίστρια N
ὑγιάζω V
ὑγιαίνω V
ὑγίεια N
ὑγιής A
ὑγιῶς D
ὑγραίνω V
ὑγρασία N
ὑγρός A
Ὑδάσπης Np
ὑδραγωγός N
ὑδρεύω V
ὑδρία N
ὑδρίσκη N
ὑδροποτέω V
